code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,mean_assessment_score,code_module,total_vle_clicks
2014J,628407,1,11,2,5,0,0,60,0,Pass,-113.0,0.0,80.42857142857143,CCC,1005.0
2014J,628480,1,11,2,7,0,0,90,0,Withdrawn,-31.0,29.0,67.4,CCC,286.0
2014J,628480,1,11,2,7,0,0,90,0,Withdrawn,-31.0,29.0,67.4,EEE,1596.0
2014J,628480,1,11,2,7,0,0,90,0,Withdrawn,-31.0,0.0,67.4,CCC,286.0
2014J,628480,1,11,2,7,0,0,90,0,Withdrawn,-31.0,0.0,67.4,EEE,1596.0
2014J,628618,1,9,0,6,0,0,30,0,Fail,-28.0,0.0,56.666666666666664,CCC,240.0
2014J,628706,1,7,0,6,0,0,150,1,Withdrawn,-134.0,67.0,22.5,CCC,129.0
2014J,628717,1,3,0,3,0,0,180,0,Withdrawn,-46.0,156.0,77.57142857142857,CCC,656.0
2014J,628717,1,3,0,3,0,0,180,0,Withdrawn,-46.0,156.0,77.57142857142857,EEE,542.0
2014J,628717,1,3,0,3,0,0,180,0,Withdrawn,-46.0,156.0,77.57142857142857,CCC,656.0
2014J,628717,1,3,0,3,0,0,180,0,Withdrawn,-46.0,156.0,77.57142857142857,EEE,542.0
2014J,628720,1,0,0,8,0,0,60,0,Withdrawn,-30.0,33.0,57.0,CCC,176.0
2014J,628777,1,3,0,5,0,0,30,0,Pass,-32.0,0.0,71.75,CCC,725.0
2014J,628803,1,3,0,2,1,1,180,0,Withdrawn,-32.0,108.0,0.0,CCC,223.0
2014J,628806,1,8,0,5,0,0,60,0,Withdrawn,-95.0,12.0,0.0,CCC,54.0
2014J,628846,1,9,0,7,0,1,180,0,Pass,-81.0,0.0,63.0,CCC,1156.0
2014J,628910,1,3,0,6,0,0,30,0,Pass,-31.0,0.0,73.75,CCC,1617.0
2014J,629014,0,7,2,3,1,0,90,0,Withdrawn,-74.0,-25.0,88.75,EEE,7601.0
2014J,629014,0,7,2,3,1,0,90,0,Withdrawn,-74.0,0.0,88.75,EEE,7601.0
2014J,629056,1,10,2,0,0,1,60,1,Withdrawn,-22.0,178.0,35.0,CCC,501.0
2014J,629096,1,11,2,4,0,0,60,0,Fail,-77.0,0.0,52.0,CCC,1312.0
2014J,629400,1,6,0,9,0,0,90,0,Withdrawn,-16.0,-3.0,83.5,EEE,1375.0
2014J,629400,1,6,0,9,0,0,90,0,Withdrawn,-16.0,0.0,83.5,EEE,1375.0
2014J,629405,1,3,0,0,0,0,60,0,Pass,-73.0,0.0,92.0,CCC,4107.0
2014J,629523,0,0,2,4,0,0,60,0,Distinction,-128.0,0.0,99.33333333333333,CCC,5246.0
2014J,629535,1,1,1,1,0,0,60,0,Fail,-38.0,0.0,61.92307692307692,CCC,599.0
2014J,629535,1,1,1,1,0,0,60,0,Fail,-38.0,0.0,61.92307692307692,EEE,584.0
2014J,629535,1,1,1,1,0,0,60,0,Fail,-60.0,0.0,61.92307692307692,CCC,599.0
2014J,629535,1,1,1,1,0,0,60,0,Fail,-60.0,0.0,61.92307692307692,EEE,584.0
2014J,629560,0,5,2,4,0,1,60,0,Withdrawn,-155.0,171.0,64.4,CCC,693.0
2014J,629607,1,6,2,0,1,0,60,0,Pass,-29.0,0.0,82.0,CCC,1201.0
2014J,629692,1,5,0,1,0,1,60,0,Distinction,-78.0,0.0,89.0,CCC,1950.0
2014J,629696,1,10,1,8,0,1,60,0,Distinction,-95.0,0.0,91.88888888888889,CCC,1420.0
2014J,629748,0,0,0,8,0,0,90,0,Withdrawn,-25.0,73.0,67.0,CCC,300.0
2014J,629822,1,0,2,8,0,0,60,1,Withdrawn,-144.0,40.0,11.0,CCC,80.0
2014J,630013,1,11,0,4,0,0,60,0,Fail,-108.0,0.0,62.333333333333336,CCC,1198.0
2014J,630073,1,6,1,0,0,0,90,0,Withdrawn,-23.0,103.0,61.0,CCC,468.0
2014J,630165,1,4,0,9,0,0,30,0,Withdrawn,-73.0,114.0,74.33333333333333,CCC,761.0
2014J,630177,1,12,1,2,0,0,60,0,Pass,-60.0,0.0,84.44444444444444,CCC,1103.0
2014J,630200,0,1,0,6,0,1,30,0,Fail,-95.0,0.0,49.0,CCC,243.0
2014J,630430,0,2,0,5,1,0,120,0,Pass,-9.0,0.0,71.22222222222223,CCC,3716.0
2014J,630431,0,2,0,6,0,0,120,0,Fail,-9.0,0.0,71.2,CCC,403.0
2014J,630452,1,8,0,2,0,0,60,0,Pass,-22.0,0.0,69.33333333333333,CCC,340.0
2014J,630467,1,3,1,6,1,0,60,0,Distinction,-142.0,0.0,94.44444444444444,CCC,2507.0
2014J,630479,1,3,2,1,0,0,60,0,Pass,-155.0,0.0,87.77777777777777,CCC,1052.0
2014J,630510,1,7,0,2,0,0,240,0,Withdrawn,-140.0,-1.0,0.0,,0.0
2014J,630510,1,7,0,2,0,0,240,0,Withdrawn,-140.0,-1.0,0.0,,0.0
2014J,630519,1,1,1,5,0,0,60,0,Pass,-13.0,0.0,85.38461538461539,CCC,1522.0
2014J,630519,1,1,1,5,0,0,60,0,Pass,-13.0,0.0,85.38461538461539,EEE,2330.0
2014J,630519,1,1,1,5,0,0,60,0,Pass,-13.0,0.0,85.38461538461539,CCC,1522.0
2014J,630519,1,1,1,5,0,0,60,0,Pass,-13.0,0.0,85.38461538461539,EEE,2330.0
2014J,630541,1,5,2,0,0,0,90,0,Withdrawn,-10.0,-5.0,87.75,CCC,3.0
2014J,630541,1,5,2,0,0,0,90,0,Withdrawn,-10.0,-5.0,87.75,EEE,3038.0
2014J,630541,1,5,2,0,0,0,90,0,Withdrawn,-10.0,0.0,87.75,CCC,3.0
2014J,630541,1,5,2,0,0,0,90,0,Withdrawn,-10.0,0.0,87.75,EEE,3038.0
2014J,630891,1,6,0,8,0,0,60,0,Withdrawn,-22.0,67.0,0.0,CCC,492.0
2014J,630905,1,10,1,5,0,0,120,0,Distinction,-95.0,0.0,96.33333333333333,CCC,9774.0
2014J,630905,1,10,1,5,0,0,120,0,Distinction,-95.0,0.0,96.33333333333333,FFF,17254.0
2014J,630905,1,10,1,5,0,0,120,0,Distinction,-95.0,0.0,96.33333333333333,CCC,9774.0
2014J,630905,1,10,1,5,0,0,120,0,Distinction,-95.0,0.0,96.33333333333333,FFF,17254.0
2014J,630935,1,3,2,6,1,0,60,0,Pass,-123.0,0.0,84.22222222222223,CCC,1267.0
2014J,631016,1,4,2,0,0,0,90,0,Withdrawn,-50.0,109.0,70.5,CCC,1328.0
2014J,631023,1,0,0,7,0,1,60,0,Withdrawn,-137.0,-110.0,0.0,,0.0
2014J,631073,1,9,1,3,0,0,30,0,Fail,-45.0,0.0,68.77777777777777,CCC,943.0
2014J,631117,1,4,1,10,1,0,30,0,Distinction,-57.0,0.0,94.44444444444444,CCC,3042.0
2014J,631247,1,8,0,9,0,0,60,0,Distinction,-30.0,0.0,86.25,CCC,1133.0
2014J,631356,1,8,1,7,0,0,60,0,Withdrawn,-150.0,-107.0,0.0,,0.0
2014J,631491,1,3,4,2,1,0,90,0,Distinction,-74.0,0.0,99.55555555555556,CCC,3813.0
2014J,631573,0,5,2,4,0,0,30,0,Pass,-60.0,0.0,63.22222222222222,CCC,1657.0
2014J,631663,0,3,0,3,0,1,60,0,Pass,-10.0,0.0,77.55555555555556,CCC,999.0
2014J,631771,1,1,1,7,0,0,60,0,Distinction,-22.0,0.0,97.22222222222223,CCC,3074.0
2014J,631851,1,4,1,10,0,0,60,0,Distinction,-41.0,0.0,97.77777777777777,CCC,2200.0
2014J,631860,1,10,0,7,0,0,60,0,Withdrawn,-24.0,65.0,98.0,CCC,636.0
2014J,631870,1,1,0,0,0,0,90,0,Withdrawn,-32.0,189.0,81.5,CCC,849.0
2014J,631880,1,1,2,0,0,0,90,0,Withdrawn,-101.0,101.0,65.0,CCC,265.0
2014J,631924,0,5,0,9,0,0,120,0,Pass,-155.0,0.0,79.7,CCC,1905.0
2014J,631924,0,5,0,9,0,0,120,0,Pass,-155.0,0.0,79.7,FFF,4975.0
2014J,631924,0,5,0,9,0,0,120,0,Pass,-101.0,0.0,79.7,CCC,1905.0
2014J,631924,0,5,0,9,0,0,120,0,Pass,-101.0,0.0,79.7,FFF,4975.0
2014J,632004,1,11,1,6,1,0,30,0,Pass,-93.0,0.0,71.66666666666667,CCC,2189.0
2014J,632083,1,11,0,8,1,0,30,0,Pass,-34.0,0.0,72.55555555555556,CCC,2500.0
2014J,632134,1,12,0,3,1,1,30,0,Fail,-58.0,0.0,60.0,CCC,1.0
2014J,632260,0,9,2,4,0,1,60,0,Withdrawn,-150.0,45.0,67.0,CCC,144.0
2014J,632378,1,12,0,2,1,0,30,0,Distinction,-78.0,0.0,93.0,CCC,1503.0
2014J,632389,1,4,0,6,0,0,60,0,Withdrawn,-32.0,19.0,0.0,CCC,303.0
2014J,632451,0,7,0,6,1,0,60,0,Pass,-72.0,0.0,82.8,CCC,1751.0
2014J,632575,1,1,2,3,0,0,60,1,Pass,-60.0,0.0,76.875,CCC,2705.0
2014J,632626,1,7,0,3,1,0,90,0,Withdrawn,-87.0,8.0,75.0,CCC,161.0
2014J,632626,1,7,0,3,1,0,90,0,Withdrawn,-87.0,8.0,75.0,EEE,2365.0
2014J,632626,1,7,0,3,1,0,90,0,Withdrawn,-87.0,0.0,75.0,CCC,161.0
2014J,632626,1,7,0,3,1,0,90,0,Withdrawn,-87.0,0.0,75.0,EEE,2365.0
2014J,632637,1,12,2,2,0,1,60,0,Fail,-31.0,0.0,48.714285714285715,CCC,538.0
2014J,632700,1,3,0,0,0,0,60,0,Withdrawn,-29.0,97.0,93.0,CCC,188.0
2014J,632709,0,1,0,7,0,0,30,0,Pass,-42.0,0.0,89.77777777777777,CCC,3536.0
2014J,632756,1,4,1,10,1,0,60,0,Distinction,-34.0,0.0,97.0,CCC,1808.0
2014J,632866,0,12,2,6,0,0,60,0,Withdrawn,-121.0,234.0,87.625,CCC,2131.0
2014J,632904,1,6,1,4,0,1,60,0,Withdrawn,-16.0,0.0,67.0,CCC,401.0
2014J,632929,1,7,0,3,0,0,60,1,Withdrawn,-18.0,32.0,44.0,CCC,163.0
2014J,632942,0,3,2,8,1,0,120,0,Withdrawn,-21.0,78.0,95.66666666666667,CCC,1827.0
2014J,633008,1,10,4,8,1,0,30,0,Distinction,-25.0,0.0,94.11111111111111,CCC,1700.0
2014J,633047,1,5,0,3,0,0,30,0,Fail,-16.0,0.0,18.0,CCC,168.0
2014J,633069,1,6,0,7,1,0,30,0,Distinction,-113.0,0.0,93.0,CCC,1202.0
2014J,633157,1,11,0,8,0,0,60,0,Withdrawn,-123.0,-67.0,0.0,,0.0
2014J,633179,1,5,1,4,1,0,60,0,Pass,-31.0,0.0,79.88888888888889,CCC,1134.0
2014J,633198,0,0,2,2,0,0,60,0,Fail,-25.0,0.0,53.25,CCC,331.0
2014J,633205,1,1,0,9,0,0,180,0,Withdrawn,-34.0,2.0,0.0,CCC,5.0
2014J,633238,0,7,2,7,0,0,90,0,Withdrawn,-22.0,45.0,16.5,CCC,153.0
2014J,633303,1,1,4,6,1,0,60,0,Distinction,-45.0,0.0,97.33333333333333,CCC,2849.0
2014J,633328,0,3,4,2,1,0,60,0,Withdrawn,-18.0,164.0,90.66666666666667,CCC,555.0
2014J,633334,1,0,2,2,1,0,90,0,Fail,-144.0,0.0,50.75,CCC,154.0
2014J,633504,1,9,0,5,0,0,120,0,Distinction,-32.0,0.0,82.5,CCC,5853.0
2014J,633511,1,0,0,5,0,0,30,0,Pass,-46.0,0.0,60.0,CCC,2086.0
2014J,633544,1,6,2,2,0,0,60,0,Pass,-25.0,0.0,55.55555555555556,CCC,1027.0
2014J,633618,1,11,0,4,0,0,90,0,Withdrawn,-53.0,201.0,84.9090909090909,CCC,607.0
2014J,633618,1,11,0,4,0,0,90,0,Withdrawn,-53.0,201.0,84.9090909090909,DDD,467.0
2014J,633618,1,11,0,4,0,0,90,0,Withdrawn,-60.0,0.0,84.9090909090909,CCC,607.0
2014J,633618,1,11,0,4,0,0,90,0,Withdrawn,-60.0,0.0,84.9090909090909,DDD,467.0
2014J,633634,1,4,0,1,0,0,30,0,Fail,-78.0,0.0,54.142857142857146,CCC,323.0
2014J,633647,1,3,0,5,1,0,30,0,Pass,-24.0,0.0,73.0,CCC,4339.0
2014J,633655,1,9,0,8,1,0,60,0,Distinction,-25.0,0.0,100.0,CCC,1043.0
2014J,633746,1,12,0,4,0,0,30,0,Pass,-67.0,0.0,72.77777777777777,CCC,1786.0
2014J,633756,1,9,2,5,0,0,60,0,Withdrawn,-34.0,17.0,0.0,CCC,43.0
2014J,633914,0,1,0,5,0,0,60,0,Pass,-22.0,0.0,81.23076923076923,CCC,2388.0
2014J,633914,0,1,0,5,0,0,60,0,Pass,-22.0,0.0,81.23076923076923,EEE,2789.0
2014J,633914,0,1,0,5,0,0,60,0,Pass,-22.0,0.0,81.23076923076923,CCC,2388.0
2014J,633914,0,1,0,5,0,0,60,0,Pass,-22.0,0.0,81.23076923076923,EEE,2789.0
2014J,633960,1,4,4,10,1,0,60,0,Distinction,-63.0,0.0,98.77777777777777,CCC,2817.0
2014J,633990,1,12,0,0,0,0,30,0,Withdrawn,-30.0,25.0,78.0,CCC,83.0
2014J,634111,1,7,1,6,0,0,90,0,Withdrawn,-31.0,100.0,75.66666666666667,CCC,373.0
2014J,634119,0,8,0,4,0,0,60,0,Pass,-66.0,0.0,88.2,CCC,1130.0
2014J,634193,1,1,2,2,0,0,30,0,Withdrawn,-102.0,85.0,97.0,CCC,326.0
2014J,634200,1,6,1,6,0,0,60,0,Pass,-95.0,0.0,75.66666666666667,CCC,971.0
2014J,634309,1,3,0,0,0,0,30,0,Fail,-24.0,0.0,65.66666666666667,CCC,266.0
2014J,634351,1,0,0,9,0,0,60,0,Pass,-25.0,0.0,86.33333333333333,CCC,846.0
2014J,634365,0,0,1,7,1,0,30,0,Distinction,-28.0,0.0,94.6,CCC,3952.0
2014J,634420,0,2,2,10,0,0,30,0,Withdrawn,-23.0,156.0,60.0,CCC,681.0
2014J,634536,1,1,1,9,0,0,120,0,Pass,-17.0,0.0,93.88888888888889,CCC,1077.0
2014J,634552,1,7,0,8,0,0,60,0,Pass,-77.0,0.0,83.6923076923077,CCC,396.0
2014J,634552,1,7,0,8,0,0,60,0,Pass,-77.0,0.0,83.6923076923077,EEE,580.0
2014J,634552,1,7,0,8,0,0,60,0,Pass,-77.0,0.0,83.6923076923077,CCC,396.0
2014J,634552,1,7,0,8,0,0,60,0,Pass,-77.0,0.0,83.6923076923077,EEE,580.0
2014J,634600,1,6,2,0,0,0,60,0,Fail,-51.0,0.0,71.875,CCC,2950.0
2014J,634648,1,12,0,2,0,0,60,0,Pass,-155.0,0.0,52.333333333333336,CCC,1073.0
2014J,634655,1,3,1,4,1,1,60,0,Withdrawn,-31.0,-3.0,0.0,CCC,34.0
2014J,634655,1,3,1,4,1,1,60,0,Withdrawn,-31.0,-3.0,0.0,EEE,44.0
2014J,634655,1,3,1,4,1,1,60,0,Withdrawn,-31.0,-3.0,0.0,CCC,34.0
2014J,634655,1,3,1,4,1,1,60,0,Withdrawn,-31.0,-3.0,0.0,EEE,44.0
2014J,634721,1,6,0,7,0,0,60,0,Fail,-29.0,0.0,61.1,CCC,843.0
2014J,634721,1,6,0,7,0,0,60,0,Fail,-29.0,0.0,61.1,EEE,1364.0
2014J,634721,1,6,0,7,0,0,60,0,Fail,-29.0,0.0,61.1,CCC,843.0
2014J,634721,1,6,0,7,0,0,60,0,Fail,-29.0,0.0,61.1,EEE,1364.0
2014J,634776,1,1,0,7,0,0,90,0,Withdrawn,-114.0,74.0,79.33333333333333,CCC,316.0
2014J,634776,1,1,0,7,0,0,90,0,Withdrawn,-114.0,74.0,79.33333333333333,EEE,1986.0
2014J,634776,1,1,0,7,0,0,90,0,Withdrawn,-114.0,0.0,79.33333333333333,CCC,316.0
2014J,634776,1,1,0,7,0,0,90,0,Withdrawn,-114.0,0.0,79.33333333333333,EEE,1986.0
2014J,634817,1,4,2,8,0,1,60,0,Withdrawn,-78.0,37.0,67.0,CCC,121.0
2014J,634824,1,8,0,9,0,0,60,0,Pass,-51.0,0.0,53.333333333333336,CCC,712.0
2014J,634853,1,2,4,10,0,1,30,0,Pass,-17.0,0.0,58.111111111111114,CCC,4.0
2014J,635410,1,8,0,4,0,0,150,1,Withdrawn,-115.0,103.0,51.833333333333336,CCC,89.0
2014J,635410,1,8,0,4,0,0,150,1,Withdrawn,-115.0,103.0,51.833333333333336,FFF,258.0
2014J,635410,1,8,0,4,0,0,150,1,Withdrawn,-115.0,0.0,51.833333333333336,CCC,89.0
2014J,635410,1,8,0,4,0,0,150,1,Withdrawn,-115.0,0.0,51.833333333333336,FFF,258.0
2014J,635573,1,6,0,5,0,0,30,0,Distinction,-64.0,0.0,97.55555555555556,CCC,2323.0
2014J,635711,1,1,1,9,1,0,60,0,Pass,-122.0,0.0,79.4,CCC,2405.0
2014J,635802,0,7,0,9,0,0,90,0,Distinction,-129.0,0.0,96.77777777777777,CCC,1164.0
2014J,636000,1,7,0,1,0,0,30,0,Pass,-8.0,0.0,61.888888888888886,CCC,3253.0
2014J,636124,1,1,4,6,1,0,60,0,Distinction,-129.0,0.0,96.6923076923077,CCC,5623.0
2014J,636124,1,1,4,6,1,0,60,0,Distinction,-129.0,0.0,96.6923076923077,EEE,3025.0
2014J,636124,1,1,4,6,1,0,60,0,Distinction,-129.0,0.0,96.6923076923077,CCC,5623.0
2014J,636124,1,1,4,6,1,0,60,0,Distinction,-129.0,0.0,96.6923076923077,EEE,3025.0
2014J,636243,0,5,0,2,0,0,120,0,Withdrawn,-143.0,16.0,47.5,CCC,46.0
2014J,636243,0,5,0,2,0,0,120,0,Withdrawn,-143.0,16.0,47.5,DDD,174.0
2014J,636243,0,5,0,2,0,0,120,0,Withdrawn,-150.0,115.0,47.5,CCC,46.0
2014J,636243,0,5,0,2,0,0,120,0,Withdrawn,-150.0,115.0,47.5,DDD,174.0
2014J,636364,1,11,2,2,0,0,90,0,Distinction,-28.0,0.0,88.125,CCC,2990.0
2014J,636364,1,11,2,2,0,0,90,0,Distinction,-28.0,0.0,88.125,DDD,1825.0
2014J,636364,1,11,2,2,0,0,90,0,Distinction,-162.0,0.0,88.125,CCC,2990.0
2014J,636364,1,11,2,2,0,0,90,0,Distinction,-162.0,0.0,88.125,DDD,1825.0
2014J,636387,0,4,0,10,0,0,120,0,Distinction,-79.0,0.0,94.77777777777777,CCC,1297.0
2014J,636420,1,1,2,1,0,0,120,0,Withdrawn,-24.0,67.0,33.0,CCC,558.0
2014J,636420,1,1,2,1,0,0,120,0,Withdrawn,-24.0,67.0,33.0,DDD,100.0
2014J,636420,1,1,2,1,0,0,120,0,Withdrawn,-31.0,60.0,33.0,CCC,558.0
2014J,636420,1,1,2,1,0,0,120,0,Withdrawn,-31.0,60.0,33.0,DDD,100.0
2014J,636422,1,3,1,7,0,0,30,0,Pass,-88.0,0.0,88.8,CCC,1860.0
2014J,636443,1,4,0,6,0,0,90,0,Withdrawn,-73.0,-3.0,79.0,CCC,131.0
2014J,636443,1,4,0,6,0,0,90,0,Withdrawn,-73.0,-3.0,79.0,EEE,1121.0
2014J,636443,1,4,0,6,0,0,90,0,Withdrawn,-73.0,0.0,79.0,CCC,131.0
2014J,636443,1,4,0,6,0,0,90,0,Withdrawn,-73.0,0.0,79.0,EEE,1121.0
2014J,636628,1,7,0,3,0,0,120,1,Withdrawn,-85.0,31.0,67.0,CCC,91.0
2014J,636716,1,0,0,6,0,0,120,0,Distinction,-135.0,0.0,84.0,CCC,314.0
2014J,636732,0,3,0,3,0,0,90,0,Fail,-129.0,0.0,81.5,CCC,553.0
2014J,636743,1,0,0,3,1,0,60,0,Withdrawn,-72.0,-11.0,0.0,,0.0
2014J,636783,1,4,1,4,0,0,150,0,Distinction,-88.0,0.0,92.76190476190476,CCC,2838.0
2014J,636783,1,4,1,4,0,0,150,0,Distinction,-88.0,0.0,92.76190476190476,FFF,4739.0
2014J,636783,1,4,1,4,0,0,150,0,Distinction,-88.0,0.0,92.76190476190476,CCC,2838.0
2014J,636783,1,4,1,4,0,0,150,0,Distinction,-88.0,0.0,92.76190476190476,FFF,4739.0
2014J,636996,1,6,0,6,0,0,90,1,Pass,-16.0,0.0,82.625,CCC,2318.0
2014J,636996,1,6,0,6,0,0,90,1,Pass,-16.0,0.0,82.625,EEE,2725.0
2014J,636996,1,6,0,6,0,0,90,1,Pass,-16.0,0.0,82.625,CCC,2318.0
2014J,636996,1,6,0,6,0,0,90,1,Pass,-16.0,0.0,82.625,EEE,2725.0
2014J,637070,1,6,1,3,0,0,60,1,Pass,-32.0,0.0,67.11111111111111,CCC,1267.0
2014J,637086,0,1,0,3,0,0,90,0,Withdrawn,-148.0,-49.0,0.0,,0.0
2014J,637089,1,10,0,7,0,0,180,0,Withdrawn,-5.0,61.0,53.75,CCC,369.0
2014J,637089,1,10,0,7,0,0,180,0,Withdrawn,-5.0,61.0,53.75,FFF,431.0
2014J,637089,1,10,0,7,0,0,180,0,Withdrawn,-5.0,0.0,53.75,CCC,369.0
2014J,637089,1,10,0,7,0,0,180,0,Withdrawn,-5.0,0.0,53.75,FFF,431.0
2014J,637325,1,6,1,5,1,0,90,0,Withdrawn,-58.0,127.0,6.0,CCC,143.0
2014J,637691,1,1,0,9,0,0,90,0,Fail,-149.0,0.0,48.13333333333333,CCC,858.0
2014J,637691,1,1,0,9,0,0,90,0,Fail,-149.0,0.0,48.13333333333333,DDD,287.0
2014J,637691,1,1,0,9,0,0,90,0,Fail,-156.0,0.0,48.13333333333333,CCC,858.0
2014J,637691,1,1,0,9,0,0,90,0,Fail,-156.0,0.0,48.13333333333333,DDD,287.0
2014J,637708,1,0,1,8,0,0,120,0,Distinction,-134.0,0.0,93.9047619047619,CCC,2158.0
2014J,637708,1,0,1,8,0,0,120,0,Distinction,-134.0,0.0,93.9047619047619,FFF,4251.0
2014J,637708,1,0,1,8,0,0,120,0,Distinction,-133.0,0.0,93.9047619047619,CCC,2158.0
2014J,637708,1,0,1,8,0,0,120,0,Distinction,-133.0,0.0,93.9047619047619,FFF,4251.0
2014J,637754,1,4,0,10,1,0,120,1,Distinction,-44.0,0.0,98.11111111111111,CCC,3036.0
2014J,637939,1,9,0,0,0,0,150,0,Withdrawn,-135.0,-18.0,33.25,FFF,669.0
2014J,637939,1,9,0,0,0,0,150,0,Withdrawn,-142.0,0.0,33.25,FFF,669.0
2014J,638018,1,8,0,3,0,0,60,0,Pass,-23.0,0.0,90.3076923076923,CCC,864.0
2014J,638018,1,8,0,3,0,0,60,0,Pass,-23.0,0.0,90.3076923076923,EEE,1080.0
2014J,638018,1,8,0,3,0,0,60,0,Pass,-23.0,0.0,90.3076923076923,CCC,864.0
2014J,638018,1,8,0,3,0,0,60,0,Pass,-23.0,0.0,90.3076923076923,EEE,1080.0
2014J,638040,1,6,4,5,0,0,120,0,Withdrawn,-30.0,0.0,0.0,CCC,26.0
2014J,638243,1,11,0,0,0,0,120,1,Withdrawn,-106.0,31.0,67.0,CCC,173.0
2014J,638243,1,11,0,0,0,0,120,1,Withdrawn,-106.0,31.0,67.0,DDD,37.0
2014J,638243,1,11,0,0,0,0,120,1,Withdrawn,-113.0,26.0,67.0,CCC,173.0
2014J,638243,1,11,0,0,0,0,120,1,Withdrawn,-113.0,26.0,67.0,DDD,37.0
2014J,638254,0,6,0,4,0,0,120,0,Pass,-14.0,0.0,84.5,CCC,1140.0
2014J,638426,1,10,1,3,2,0,280,0,Withdrawn,-17.0,-2.0,0.0,CCC,271.0
2014J,638504,0,9,0,8,1,0,60,0,Withdrawn,-102.0,31.0,22.0,CCC,332.0
2014J,638771,1,7,0,1,0,0,60,0,Pass,-122.0,0.0,78.5,CCC,3749.0
2014J,639012,0,5,0,8,0,0,150,0,Fail,-92.0,0.0,59.083333333333336,CCC,947.0
2014J,639012,0,5,0,8,0,0,150,0,Fail,-92.0,0.0,59.083333333333336,EEE,2026.0
2014J,639012,0,5,0,8,0,0,150,0,Fail,-92.0,0.0,59.083333333333336,CCC,947.0
2014J,639012,0,5,0,8,0,0,150,0,Fail,-92.0,0.0,59.083333333333336,EEE,2026.0
2014J,639176,0,12,0,2,0,0,360,1,Withdrawn,-30.0,-5.0,0.0,CCC,420.0
2014J,639232,1,3,0,1,1,0,120,0,Withdrawn,-42.0,12.0,0.0,CCC,1.0
2014J,639232,1,3,0,1,1,0,120,0,Withdrawn,-42.0,12.0,0.0,CCC,1.0
2014J,640109,1,3,3,1,1,0,90,0,Withdrawn,-15.0,12.0,63.0,CCC,322.0
2014J,640109,1,3,3,1,1,0,90,0,Withdrawn,-15.0,12.0,63.0,EEE,387.0
2014J,640109,1,3,3,1,1,0,90,0,Withdrawn,-15.0,0.0,63.0,CCC,322.0
2014J,640109,1,3,3,1,1,0,90,0,Withdrawn,-15.0,0.0,63.0,EEE,387.0
2014J,640443,1,11,0,4,0,0,120,1,Withdrawn,-64.0,-61.0,0.0,,0.0
2014J,640443,1,11,0,4,0,0,120,1,Withdrawn,-64.0,-61.0,0.0,,0.0
2014J,640662,0,9,1,4,1,0,90,0,Withdrawn,-32.0,-11.0,0.0,,0.0
2014J,640773,1,9,2,1,0,0,150,1,Pass,-154.0,0.0,63.6875,CCC,3016.0
2014J,640773,1,9,2,1,0,0,150,1,Pass,-154.0,0.0,63.6875,DDD,1438.0
2014J,640773,1,9,2,1,0,0,150,1,Pass,-161.0,0.0,63.6875,CCC,3016.0
2014J,640773,1,9,2,1,0,0,150,1,Pass,-161.0,0.0,63.6875,DDD,1438.0
2014J,641347,1,6,0,3,0,0,60,0,Withdrawn,-122.0,147.0,49.8,CCC,627.0
2014J,641363,1,4,0,7,0,0,120,0,Pass,-143.0,0.0,76.38095238095238,CCC,481.0
2014J,641363,1,4,0,7,0,0,120,0,Pass,-143.0,0.0,76.38095238095238,FFF,1115.0
2014J,641363,1,4,0,7,0,0,120,0,Pass,-143.0,0.0,76.38095238095238,CCC,481.0
2014J,641363,1,4,0,7,0,0,120,0,Pass,-143.0,0.0,76.38095238095238,FFF,1115.0
2014J,641684,1,3,2,3,0,0,120,0,Withdrawn,-23.0,65.0,28.5,CCC,237.0
2014J,641696,1,4,2,10,0,0,30,0,Pass,-22.0,0.0,80.33333333333333,CCC,1017.0
2014J,641804,1,11,0,5,0,0,120,0,Fail,-25.0,0.0,63.125,CCC,1415.0
2014J,641804,1,11,0,5,0,0,120,0,Fail,-25.0,0.0,63.125,FFF,222.0
2014J,641804,1,11,0,5,0,0,120,0,Fail,-25.0,75.0,63.125,CCC,1415.0
2014J,641804,1,11,0,5,0,0,120,0,Fail,-25.0,75.0,63.125,FFF,222.0
2014J,642066,1,9,0,2,0,0,90,0,Withdrawn,-29.0,-5.0,56.666666666666664,EEE,350.0
2014J,642066,1,9,0,2,0,0,90,0,Withdrawn,-29.0,0.0,56.666666666666664,EEE,350.0
2014J,642261,1,4,0,4,0,0,30,0,Withdrawn,-129.0,32.0,0.0,CCC,5.0
2014J,642291,0,10,2,1,0,0,30,0,Distinction,-21.0,0.0,89.0,CCC,1826.0
2014J,642591,1,0,2,7,1,0,60,0,Pass,-32.0,0.0,87.3076923076923,CCC,3618.0
2014J,642591,1,0,2,7,1,0,60,0,Pass,-32.0,0.0,87.3076923076923,EEE,4222.0
2014J,642591,1,0,2,7,1,0,60,0,Pass,-32.0,0.0,87.3076923076923,CCC,3618.0
2014J,642591,1,0,2,7,1,0,60,0,Pass,-32.0,0.0,87.3076923076923,EEE,4222.0
2014J,642627,1,3,0,6,0,0,90,0,Withdrawn,-23.0,0.0,0.0,EEE,13.0
